,N,P,K,temperature,rainfall,label
550,3,58,21,25.36140526,55.60523179,mothbeans
551,22,42,22,25.54249137,48.46797044,mothbeans
552,12,39,21,28.99319096,70.4713043,mothbeans
553,39,36,22,29.34317422,34.03335472,mothbeans
554,32,41,16,28.63618921,68.54877876,mothbeans
555,30,41,15,24.83206631,52.0810886,mothbeans
556,19,36,22,25.44689075,57.04826619,mothbeans
557,4,46,15,31.01274943,63.77192383,mothbeans
558,21,39,20,27.06179658,60.74583498,mothbeans
559,35,57,25,27.0956288,71.12710390000002,mothbeans
560,22,55,24,28.56800579,64.53027638,mothbeans
561,35,51,17,28.79929247,40.85534718,mothbeans
562,17,56,17,27.94293692,69.66289997,mothbeans
563,28,57,17,30.47757686,61.86633917,mothbeans
564,22,36,16,30.58139475,64.58559639,mothbeans
565,11,41,19,26.85911286,44.13827124,mothbeans
566,38,38,18,26.31051759,35.73403813,mothbeans
567,23,37,24,28.77833449,33.95825723,mothbeans
568,25,35,20,28.90245417,71.90018566,mothbeans
569,40,45,20,29.37687468,38.34303462,mothbeans
570,23,58,19,24.17093241,59.18953429,mothbeans
571,2,56,23,26.65333029,36.91852635,mothbeans
572,3,56,17,28.19912143,52.13580529,mothbeans
573,26,51,25,28.76488954,55.21606732,mothbeans
574,39,42,20,29.3499706,40.82840673,mothbeans
575,27,59,20,28.00937423,36.01203025,mothbeans
576,24,45,19,26.85851927,34.7426459,mothbeans
577,7,40,17,31.2123945,53.78769958,mothbeans
578,15,45,23,24.20422636,46.0203959,mothbeans
579,26,52,23,29.98835437,52.92929636,mothbeans
580,20,45,16,29.93964907,45.43669946,mothbeans
581,34,54,24,31.2119298,68.80141783,mothbeans
582,19,51,25,26.80474415,43.87801983,mothbeans
583,29,41,21,31.49398069,64.56807592,mothbeans
584,20,50,22,30.99694676,38.31597852,mothbeans
585,11,40,23,29.61253065,50.1978269,mothbeans
586,15,54,15,29.97604322,44.86052932,mothbeans
587,35,55,22,30.88883074,55.51932414,mothbeans
588,9,59,25,30.39321309,35.37493212,mothbeans
589,40,45,18,30.43683729,30.92014047,mothbeans
590,35,38,19,25.32688786,32.71129281,mothbeans
591,14,58,17,30.53684308,33.48919022,mothbeans
592,40,55,18,30.38257873,47.95406479,mothbeans
593,18,36,23,24.01825377,35.03404425,mothbeans
594,35,52,15,28.69841277,65.67591794,mothbeans
595,4,59,22,29.33743412,42.44054315,mothbeans
596,22,51,16,27.96583691,70.10472076,mothbeans
597,33,47,17,24.86803974,63.9187654,mothbeans
598,2,51,17,25.87682261,38.53254678,mothbeans
599,16,51,21,31.01963639,32.81296548,mothbeans
600,19,55,20,27.43329405,54.73367631,mungbean
601,8,54,20,28.3340432,38.7976407,mungbean
602,36,55,20,27.01470397,55.296354,mungbean
603,10,56,16,28.17432665,36.35720652,mungbean
604,22,56,17,29.87888063,44.75215854,mungbean
605,9,57,24,29.89232778,42.99498978,mungbean
606,34,59,23,28.56212158,56.48265193,mungbean
607,31,51,25,27.53592929,53.01899249,mungbean
608,0,49,18,29.68361658,41.82490236,mungbean
609,21,39,20,28.14448546,46.75690086,mungbean
610,28,35,22,29.53037621,59.87232071,mungbean
611,17,52,17,27.88352946,44.64407105,mungbean
612,24,42,23,28.22471276,44.01206619,mungbean
613,28,46,16,29.008124,45.91011391,mungbean
614,21,38,21,29.75538903,37.54602719,mungbean
615,34,60,25,29.78416743,40.77872823,mungbean
616,19,53,22,27.8640132,42.83053902,mungbean
617,31,58,15,27.11026483,51.52617423,mungbean
618,19,35,24,27.11030369,49.11964582,mungbean
619,24,53,17,28.95451232,57.65901369,mungbean
620,13,47,20,29.21780035,43.1386631,mungbean
621,31,53,16,28.7420098,48.54598575,mungbean
622,28,45,23,29.65021184,56.76278363,mungbean
623,31,37,21,27.23924995,37.31236904,mungbean
624,33,60,15,28.95172351,56.51103293,mungbean
625,34,45,21,28.18837136,37.01110438,mungbean
626,13,57,25,28.30041493,50.47333854,mungbean
627,33,57,17,27.89636126,57.79863368,mungbean
628,32,57,22,28.6899851,44.56598352,mungbean
629,23,59,25,27.826262300000003,56.68833819,mungbean
630,35,41,18,28.70562673,59.87065439,mungbean
631,6,48,24,28.6362812,48.48319335,mungbean
632,29,36,25,28.28511547,48.56690235,mungbean
633,4,36,22,27.60887393,43.80041104,mungbean
634,10,59,22,28.60901145,36.94616965,mungbean
635,14,48,21,29.24598976,53.43228915,mungbean
636,8,50,21,28.62911222,50.49913241,mungbean
637,20,40,15,29.57329479,45.04467075,mungbean
638,36,43,22,27.82684262,58.37249772,mungbean
639,14,57,15,29.8757015,40.12044158,mungbean
640,11,60,23,27.33684386,51.09802625,mungbean
641,10,59,15,29.83040388,58.86687093,mungbean
642,7,60,25,28.2753171,56.04995423,mungbean
643,2,47,15,29.86860065,58.41394143,mungbean
644,20,45,22,29.5888162,54.96121262,mungbean
645,2,39,15,28.07219563,49.61865305,mungbean
646,27,40,24,27.84026517,52.84626009,mungbean
647,35,48,15,27.10818093,55.03723979,mungbean
648,4,59,25,27.68515114,54.62243308,mungbean
649,1,48,24,29.34594634,59.03629954,mungbean
650,36,43,21,28.36319404,52.93031105,mungbean
651,11,46,24,27.65280218,56.52558045,mungbean
652,34,47,19,27.31372793,53.15223123,mungbean
653,21,44,18,27.06909959,50.46746116,mungbean
654,17,58,20,28.06642822,39.23831035,mungbean
655,25,40,21,27.73329078,44.17580911,mungbean
656,2,38,18,27.53632932,45.48591922,mungbean
657,9,48,20,29.66461594,56.09542002,mungbean
658,37,49,25,29.914544300000006,41.39081525,mungbean
659,36,38,15,28.36363858,57.99524359,mungbean
660,40,58,15,29.46416042,43.15411472,mungbean
661,30,44,16,29.73013036,50.91511275,mungbean
662,1,59,23,27.46852989,43.78420984,mungbean
663,9,48,22,27.77076285,49.50812624,mungbean
664,14,41,17,29.12939524,36.45012824,mungbean
665,35,52,19,27.10606808,37.45680611,mungbean
666,31,48,17,28.88078945,53.79732545,mungbean
667,4,41,20,28.14720892,37.44800463,mungbean
668,30,37,25,29.89129144,54.7960127,mungbean
669,9,35,20,27.41503453,40.53173216,mungbean
670,20,41,20,29.27308605,50.9246554,mungbean
671,37,50,23,29.65296893,56.01913159,mungbean
672,34,35,21,28.44524991,58.18713162,mungbean
673,14,37,15,27.96235681,48.9366954,mungbean
674,23,39,22,29.25649321,42.02483277,mungbean
675,5,45,21,28.36291385,43.05130077,mungbean
676,22,37,20,27.62749466,39.26137642,mungbean
677,40,51,17,28.66086349,50.01534317,mungbean
678,27,56,20,29.2114218,51.53848218,mungbean
679,31,40,22,29.40889385,53.35486977,mungbean
680,38,36,21,28.02952623,36.12042927,mungbean
681,6,37,17,28.08657178,38.14476781,mungbean
682,6,47,18,29.16174608,40.16545979,mungbean
683,24,44,17,29.8596912,50.66487502,mungbean
684,25,59,19,29.06631494,43.95183726,mungbean
685,32,56,21,27.38538997,58.29933073,mungbean
686,8,45,18,27.93034941,43.25095608,mungbean
687,19,39,17,29.2808618,44.47427436,mungbean
688,39,37,15,28.9973145,59.84499208,mungbean
689,33,37,19,27.92678579,43.4826194,mungbean
690,26,54,17,28.5474135,49.4897245,mungbean
691,21,51,15,29.36488409,48.30159325,mungbean
692,22,54,20,28.56149805,41.013132,mungbean
693,29,45,16,28.43683487,43.12063289,mungbean
694,4,40,21,28.79728147,44.30070517,mungbean
695,10,37,22,28.7275267,58.52974279,mungbean
696,4,44,19,27.95639663,43.25726752,mungbean
697,20,45,17,28.17458662,37.2464655,mungbean
698,23,45,23,28.77653519,56.12443206,mungbean
699,25,48,21,28.438097,52.55469976,mungbean
700,56,79,15,29.48439992,71.89090748,blackgram
701,25,62,21,26.73433965,67.15096376,blackgram
702,42,61,22,26.27274407,70.23207557,blackgram
703,42,73,25,34.03679184,73.23573601,blackgram
704,44,58,18,28.03644051,72.49507741,blackgram
705,50,55,16,28.81460716,62.26242533,blackgram
706,35,72,21,34.03619494,66.85510868,blackgram
707,30,64,20,33.8642935,68.02199825,blackgram
708,27,64,21,32.84213012,73.67166182,blackgram
709,50,74,17,27.10053268,73.84949872,blackgram
710,39,73,24,25.65842532,69.28607828,blackgram
711,57,67,25,32.34744009,64.55882254,blackgram
712,52,63,19,29.58949031,67.53021213,blackgram
713,55,66,22,30.91219459,66.63830637,blackgram
714,51,56,18,28.12787838,70.86340755,blackgram
715,36,66,15,30.08545364,67.1367443,blackgram
716,59,55,19,31.74379487,68.97097538,blackgram
717,50,58,23,27.81326852,69.75555541,blackgram
718,30,65,25,32.88733849,71.50569456,blackgram
719,20,62,18,29.36358721,61.91208707,blackgram
720,58,71,15,27.82592799,74.01229707,blackgram
721,25,71,24,28.49538735,74.91559514,blackgram
722,52,71,16,27.74274761,71.78615328,blackgram
723,40,63,18,30.41588462,63.02473185,blackgram
724,20,60,25,27.3254209,61.19250859,blackgram
725,48,61,21,30.28496619,65.62859526,blackgram
726,49,68,22,28.56840626,63.49726331,blackgram
727,48,62,15,25.36586097,65.81655892,blackgram
728,32,66,17,34.9466155,70.1415139,blackgram
729,21,63,22,25.09737391,74.61649888,blackgram
730,20,72,19,32.47648301,65.82045699999999,blackgram
731,25,65,21,33.86351172,69.24464096,blackgram
732,41,78,21,25.19857725,70.88787207,blackgram
733,53,67,17,31.77681682,61.46892873,blackgram
734,39,60,21,34.89814946,64.72797143,blackgram
735,25,76,17,31.74105409,62.3061735,blackgram
736,21,78,19,27.16159076,69.85112265,blackgram
737,57,60,17,26.23773129,73.58663968,blackgram
738,56,75,15,30.20157245,66.37171179,blackgram
739,49,72,15,31.55846339,74.86960831,blackgram
740,24,80,19,29.67892453,65.66436565,blackgram
741,49,76,18,27.05365239,60.4693835,blackgram
742,28,68,19,34.63880966,72.43169115,blackgram
743,55,78,21,33.39438752,63.57445989,blackgram
744,50,64,25,28.84079155,70.25496749,blackgram
745,34,80,19,31.49338309,71.48327008,blackgram
746,20,68,23,25.54960633,63.1830529,blackgram
747,55,67,16,34.37329112,70.27184748,blackgram
748,23,70,15,34.600824700000004,60.41790253,blackgram
749,53,74,15,29.43463808,72.17818157,blackgram
750,26,67,16,29.10713092,67.83345933,blackgram
751,33,80,22,28.57006111,70.0866434,blackgram
752,37,79,19,27.54384835,69.40878198,blackgram
753,33,75,21,33.04687968,62.30278274,blackgram
754,22,55,20,33.95309131,61.16350463,blackgram
755,20,68,17,30.11873003,71.72980375,blackgram
756,43,68,20,29.57812712,69.43895491,blackgram
757,44,76,22,27.26458947,68.91754359,blackgram
758,34,60,16,31.35730791,63.85668948,blackgram
759,21,72,17,31.52104732,61.71111448,blackgram
760,25,68,19,29.39982732,67.47677295,blackgram
761,41,62,15,29.38400259,65.24194361,blackgram
762,28,65,23,28.38686534,74.24459122,blackgram
763,35,64,15,28.47442276,69.5274407,blackgram
764,52,58,16,30.64095781,71.36947525,blackgram
765,58,75,25,25.25596239,68.64685069,blackgram
766,34,66,19,32.97030511,73.44678678,blackgram
767,52,70,16,33.66855394,67.32520551,blackgram
768,23,57,19,32.83963757,73.40452716,blackgram
769,42,58,25,27.45853567,69.46020927,blackgram
770,37,62,17,25.68576704,74.62068748,blackgram
771,44,75,22,30.0328403,71.21006868,blackgram
772,21,80,20,28.20667264,64.32887142,blackgram
773,56,76,16,28.27265858,63.29900785,blackgram
774,29,76,15,28.541723600000005,69.68862306,blackgram
775,43,61,20,26.87187036,63.51822045,blackgram
776,55,60,15,32.79766751,64.11411069,blackgram
777,44,63,15,26.42333018,63.46546487,blackgram
778,29,67,21,29.79181107,63.02169909,blackgram
779,47,63,16,27.44003279,72.50669768,blackgram
780,40,68,17,34.1262979,70.40795007,blackgram
781,58,61,15,30.94908189,62.78730907,blackgram
782,41,74,18,28.75751783,73.37686831,blackgram
783,58,79,17,27.24766491,62.31842057,blackgram
784,27,62,24,28.63005477,62.2737345,blackgram
785,27,60,17,26.41768321,64.42177127,blackgram
786,52,65,20,32.81705216,68.83924882,blackgram
787,44,55,25,29.6321052,71.16331975,blackgram
788,21,62,24,33.49077065,65.45328463,blackgram
789,60,59,22,31.86847286,74.22238583,blackgram
790,33,77,21,30.32992227,71.64631281,blackgram
791,59,58,17,28.546224,62.83469851,blackgram
792,29,63,17,30.02629908,66.47264636,blackgram
793,59,63,18,31.65531175,66.69096751,blackgram
794,29,70,15,30.33499674,74.16699119,blackgram
795,58,73,16,33.36984395,64.89517488,blackgram
796,55,77,22,31.4345059,64.77651469,blackgram
797,42,79,23,27.71678273,68.56507978,blackgram
798,44,77,21,32.63918668,61.83876146,blackgram
799,38,62,25,32.7477393,63.37784443,blackgram
800,32,76,15,28.05153602,43.35795377,lentil
801,13,61,22,19.44084326,46.83130119,lentil
802,38,60,20,29.84823072,46.80452595,lentil
803,11,74,17,21.36383757,46.6352865,lentil
804,37,71,16,26.28663931,46.13833007,lentil
805,29,71,18,22.17499963,53.46622584,lentil
806,2,72,18,26.57597546,50.89110726,lentil
807,6,59,21,26.58972517,50.90994463,lentil
808,13,64,20,19.1345771,36.46946971,lentil
809,8,58,17,28.75273118,35.15426171,lentil
810,6,77,20,25.78746268,49.14337177,lentil
811,2,75,22,23.89271875,52.55730112,lentil
812,3,69,23,28.67408774,42.96018627,lentil
813,27,80,24,28.42062847,49.02366803,lentil
814,39,78,15,21.35499456,41.78219834,lentil
815,40,79,17,21.12695586,38.71834464,lentil
816,37,62,22,24.02037872,49.78102578,lentil
817,31,60,24,25.40474421,51.92057267,lentil
818,22,67,22,29.03017561,54.93937710000001,lentil
819,3,78,18,20.21368219,50.89732989,lentil
820,4,80,16,29.19585548,44.93261911,lentil
821,13,61,24,18.29783597,49.39111479,lentil
822,12,66,20,27.41434987,44.43177543,lentil
823,4,61,21,24.84063998,48.77790371,lentil
824,9,60,21,29.94413861,40.37113729,lentil
825,18,66,22,25.87990287,47.89645224,lentil
826,32,56,18,20.0467711,46.05333124,lentil
827,6,72,15,22.99451999,54.49044154,lentil
828,15,77,20,25.13163619,49.04015558,lentil
829,0,65,24,28.49584395,53.14531023,lentil
830,30,79,22,18.28766124,48.60449438,lentil
831,3,63,16,24.38041875,53.13946695,lentil
832,2,78,23,21.31852148,45.42616802,lentil
833,10,78,18,18.54141834,44.07819743,lentil
834,14,67,25,25.28710601,49.37369982,lentil
835,39,65,23,25.43459777,41.02682925,lentil
836,19,72,15,28.83600962,44.08562546,lentil
837,18,57,21,27.37659643,49.47371773,lentil
838,31,58,15,28.31886863,45.36521251,lentil
839,28,58,25,27.4818649,37.81123974,lentil
840,5,65,19,18.28072173,48.80253285,lentil
841,16,65,19,27.61204997,42.72374404,lentil
842,34,65,19,23.43974653,45.40277297,lentil
843,14,69,19,20.95628486,52.39881209,lentil
844,22,55,16,23.7937153,49.73922097,lentil
845,24,61,17,22.6371424,38.30411077,lentil
846,2,79,15,21.53577883,35.75107592,lentil
847,26,63,17,29.87854588,44.95654782,lentil
848,27,61,15,25.2653291,48.33941188,lentil
849,24,70,16,25.17885316,35.03484812,lentil
850,13,74,25,24.12192608,44.23629285,lentil
851,6,64,23,23.33565221,36.18678721,lentil
852,12,58,23,21.74600081,50.43306085,lentil
853,32,79,22,27.60195453,54.37814199,lentil
854,6,68,18,24.388717,47.26052494,lentil
855,10,79,20,24.98287462,38.21370568,lentil
856,38,77,22,28.234829,35.36831423,lentil
857,17,74,17,26.03026959,37.11395801,lentil
858,26,68,24,28.04849594,37.15824966,lentil
859,23,75,17,24.87425505,48.28137482,lentil
860,32,78,22,23.97081395,53.40906048,lentil
861,19,79,19,20.06003985,42.89509057,lentil
862,22,60,18,19.59221047,41.7704893,lentil
863,28,69,16,29.77013109,35.69674138,lentil
864,1,67,21,27.52135365,48.06491307,lentil
865,12,67,23,25.62896213,45.49683991,lentil
866,36,67,20,20.39078312,53.31508572,lentil
867,28,70,21,25.39038396,39.18374505,lentil
868,12,71,19,24.91079638,42.19740397,lentil
869,22,68,16,27.70496805,37.46160727,lentil
870,26,66,22,18.06486101,51.54922825,lentil
871,16,65,16,18.13027797,50.6128521,lentil
872,14,59,22,23.82723528,46.90725077,lentil
873,33,59,19,23.19305333,49.55213308,lentil
874,21,63,17,25.08966129,41.45486619,lentil
875,0,69,21,25.86928193,36.68284038,lentil
876,10,75,17,18.43966037,39.00992137,lentil
877,30,61,18,27.14911056,52.50812701,lentil
878,0,74,17,23.33375853,47.01510708,lentil
879,35,74,22,26.7230014,42.87274897,lentil
880,7,63,24,19.55750776,53.04669416,lentil
881,9,56,17,26.13708256,46.48280681,lentil
882,14,74,15,27.99990346,49.94043064,lentil
883,14,76,20,29.05941162,36.5011366,lentil
884,36,65,16,25.71269843,50.17067771,lentil
885,28,67,21,21.79792649,46.62370222,lentil
886,28,79,16,24.70626432,53.12442925,lentil
887,40,61,22,20.94981756,44.23913012,lentil
888,10,70,19,24.84918386,41.61080544,lentil
889,12,80,19,21.91041045,36.10211371,lentil
890,37,77,20,25.93381964,51.02372773,lentil
891,0,67,22,29.82112112,51.56461082,lentil
892,7,73,25,27.52185591,45.20841071,lentil
893,10,56,18,27.99627907,46.10585191,lentil
894,39,70,15,20.76774783,47.9271552,lentil
895,26,56,22,23.05276444,52.60285259,lentil
896,9,77,17,21.65845777,38.07659414,lentil
897,4,59,19,26.25070298,40.8106299,lentil
898,34,73,15,20.97195263,53.10207889,lentil
899,33,77,15,23.89736406,40.74536757,lentil
900,2,24,38,24.55981624,111.9684622,pomegranate
901,6,18,37,19.65690085,108.0458926,pomegranate
902,8,26,36,18.78359608,102.5184759,pomegranate
903,37,18,39,24.1469628,110.2316633,pomegranate
904,0,27,38,22.44581266,109.3905998,pomegranate
905,31,25,38,24.96273236,109.4169192,pomegranate
906,21,21,38,22.5526059,104.8955643,pomegranate
907,6,30,40,22.77035608,106.9659201,pomegranate
908,25,27,41,19.20090378,108.0423555,pomegranate
909,15,11,38,23.12808226,109.3930157,pomegranate
910,14,5,36,24.92639065,104.7693804,pomegranate
911,16,10,41,24.77464458,105.7595811,pomegranate
912,36,7,37,19.8671184,108.3168858,pomegranate
913,4,20,41,24.26601316,104.5375109,pomegranate
914,29,22,40,23.62600218,107.6836871,pomegranate
915,16,15,42,19.67832052,108.5468633,pomegranate
916,18,27,41,22.36509395,104.8216333,pomegranate
917,11,18,42,21.57936934,102.8593382,pomegranate
918,5,15,38,18.26233221,108.0756727,pomegranate
919,18,23,44,23.71028128,105.64999070000002,pomegranate
920,9,8,40,22.48720144,111.6631582,pomegranate
921,40,27,45,21.66024980000001,112.4349689,pomegranate
922,22,23,44,20.13037175,107.3416913,pomegranate
923,9,16,39,18.41164435,105.1834976,pomegranate
924,12,29,40,19.68291173,111.2818551,pomegranate
925,0,17,42,23.20242586,109.0946323,pomegranate
926,2,21,44,18.92157197,102.8013275,pomegranate
927,28,6,40,22.10621387,106.8704803,pomegranate
928,8,23,44,18.47412402,108.4758509,pomegranate
929,29,16,36,19.81069447,102.860084,pomegranate
930,17,18,43,24.4880844,103.1969341,pomegranate
931,34,21,42,18.75927679,111.0196744,pomegranate
932,21,23,42,19.54128063,104.3739878,pomegranate
933,25,17,40,18.91251245,111.28005159999998,pomegranate
934,8,25,36,19.91330523,104.0277061,pomegranate
935,26,18,42,19.72620525,108.22872759999998,pomegranate
936,4,19,42,23.83185873,111.2232716,pomegranate
937,36,24,41,24.94467632,103.8799347,pomegranate
938,5,24,40,24.692258,104.6735454,pomegranate
939,19,17,39,24.72485577,111.2787584,pomegranate
940,39,30,38,20.12644921,108.065579,pomegranate
941,5,29,44,21.02432943,104.7847006,pomegranate
942,4,24,43,22.40423537,109.8695196,pomegranate
943,38,21,35,20.33691147,110.9653137,pomegranate
944,37,11,36,24.24779615,106.9216033,pomegranate
945,9,25,41,24.81530144,109.2853418,pomegranate
946,29,22,43,19.66329768,106.0380805,pomegranate
947,5,21,38,22.43377991,112.459697,pomegranate
948,22,26,38,22.92052307,110.2437841,pomegranate
949,4,18,37,22.91843172,106.2817706,pomegranate
950,21,6,41,24.88244467,107.1951707,pomegranate
951,29,21,45,23.40981539,105.2240743,pomegranate
952,23,5,44,21.20725375,107.5660804,pomegranate
953,13,7,43,18.20230419,109.66239740000002,pomegranate
954,5,13,37,22.34375696,103.3183074,pomegranate
955,27,24,41,24.32770134,110.4606459,pomegranate
956,7,23,35,19.75088482,102.5538035,pomegranate
957,12,20,39,19.86173586,111.0217929,pomegranate
958,4,19,43,18.07132963,106.3602023,pomegranate
959,3,9,45,23.89162561,104.617522,pomegranate
960,1,27,36,23.98598756,104.991282,pomegranate
961,23,30,44,20.93892916,103.0295938,pomegranate
962,24,21,42,20.82210727,109.4429934,pomegranate
963,13,30,37,20.86474944,106.8685636,pomegranate
964,40,11,44,24.45840036,111.3779693,pomegranate
965,21,9,40,24.51147697,105.6209954,pomegranate
966,3,27,44,24.56811204,110.9633894,pomegranate
967,40,29,42,24.63228709,110.6956184,pomegranate
968,14,25,40,20.07386547,103.7084055,pomegranate
969,38,14,37,21.80523051,102.6488846,pomegranate
970,34,9,36,22.8122645,110.4432293,pomegranate
971,32,14,37,22.73031253,104.6843243,pomegranate
972,18,21,35,23.2801227,111.1382096,pomegranate
973,8,23,38,19.30106297,105.4766591,pomegranate
974,15,6,41,19.0087067,108.6793978,pomegranate
975,0,5,36,24.35193812,105.529185,pomegranate
976,22,9,44,24.72235539,112.1926517,pomegranate
977,14,8,43,21.92513945,111.71620159999998,pomegranate
978,31,11,45,24.83954414,107.6435771,pomegranate
979,39,17,45,18.09691127,104.88188999999998,pomegranate
980,10,5,42,20.24104904,109.2537734,pomegranate
981,8,28,38,23.22594,105.6917856,pomegranate
982,32,13,42,23.50128217,106.61905,pomegranate
983,18,9,40,19.44623085,106.1606833,pomegranate
984,20,27,41,20.51343484,110.5764023,pomegranate
985,39,25,36,18.90223032,107.6103211,pomegranate
986,20,7,45,18.90592319,112.4750941,pomegranate
987,11,10,45,22.63045168,109.0357597,pomegranate
988,40,18,43,19.38603815,109.91309840000002,pomegranate
989,3,26,39,24.38318965,103.6012114,pomegranate
990,9,16,36,23.77989026,106.977723,pomegranate
991,30,20,38,22.59890174,110.0932899,pomegranate
992,40,9,41,24.37766782,106.128338,pomegranate
993,40,30,35,20.89273273,104.4407083,pomegranate
994,32,25,35,18.09903225,107.0050976,pomegranate
995,33,23,45,20.00218987,112.337046,pomegranate
996,4,14,41,19.85139326,102.8186358,pomegranate
997,13,17,45,21.25433607,106.2784673,pomegranate
998,39,24,39,23.65374106,109.8076178,pomegranate
999,8,28,37,23.88404783,108.3121789,pomegranate
1000,91,94,46,29.36792366,92.82840911,banana
1001,105,95,50,27.33368994,101.0494791,banana
1002,108,92,53,27.40053601,104.9378,banana
1003,86,76,54,29.3159075,90.10978128,banana
1004,80,77,49,26.05433004,113.2297373,banana
1005,93,94,53,25.86632408,114.5357503,banana
1006,90,92,55,27.00932084,97.32531705,banana
1007,108,89,53,29.55054817,99.34482238,banana
1008,108,88,55,26.28845991,113.8729798,banana
1009,105,77,52,29.16226551,100.0075679,banana
1010,118,88,52,28.65003945,98.75084366,banana
1011,101,87,54,29.07311132,100.1692639,banana
1012,95,75,50,28.08166093,118.2761894,banana
1013,106,85,53,27.1994597,99.72430835,banana
1014,86,95,49,28.05484146,108.3957179,banana
1015,83,79,55,25.14748006,98.66679427,banana
1016,85,95,47,25.94019018,119.84797,banana
1017,109,79,45,27.66752761,108.66464,banana
1018,100,76,45,25.56703012,102.7867717,banana
1019,117,86,48,28.6956201,116.1616839,banana
1020,114,94,53,26.33544853,118.6858263,banana
1021,110,78,50,25.93730186,98.21747528,banana
1022,94,70,48,25.13686519,91.46442491,banana
1023,80,71,47,27.50527651,105.0776992,banana
1024,114,79,51,26.21009246,112.0700033,banana
1025,88,78,45,29.10403455,92.07835761,banana
1026,112,73,48,29.244063800000006,90.66727868,banana
1027,117,76,47,25.56202173,93.10247183,banana
1028,111,87,48,26.3985515,98.16752001,banana
1029,89,83,47,28.09577643,109.5408614,banana
1030,93,91,47,27.84767901,117.2878912,banana
1031,92,81,52,27.39341554,94.31102057,banana
1032,105,74,45,25.14517635,119.218154,banana
1033,102,71,48,28.65456263,102.4633775,banana
1034,94,91,51,29.16093424,109.575944,banana
1035,116,71,47,27.57278064,91.34276507,banana
1036,117,79,49,25.40909896,112.9794804,banana
1037,119,72,55,25.99069521,112.0777152,banana
1038,99,73,53,26.29039046,118.6730366,banana
1039,91,84,52,29.14827211,117.536781,banana
1040,80,90,47,26.59743595,107.3944717,banana
1041,101,70,48,25.36059237,116.5531455,banana
1042,108,89,53,29.12036889,112.3982055,banana
1043,100,80,52,27.53911354,110.3262123,banana
1044,109,91,53,29.66727337,110.2511102,banana
1045,82,78,46,25.05802193,110.4408803,banana
1046,106,70,55,25.86824781,116.3019555,banana
1047,90,86,52,25.85036988,119.08561709999998,banana
1048,83,95,50,26.51682337,108.8547508,banana
1049,119,90,48,28.66725136,118.2583441,banana
1050,107,72,45,28.14938935,91.40508414,banana
1051,116,81,55,26.42313317,95.12322062,banana
1052,101,75,50,26.59386409,109.9825551,banana
1053,93,81,50,27.71822477,102.2099836,banana
1054,95,75,45,28.98333432,109.022564,banana
1055,107,71,55,29.42017919,117.229079,banana
1056,83,94,47,27.39872329,112.1355384,banana
1057,102,73,54,26.4020227,111.0162259,banana
1058,86,79,45,27.81251452,99.20961514,banana
1059,117,86,53,25.19640218,115.8586081,banana
1060,111,79,53,28.31193338,119.695765,banana
1061,95,74,50,25.90113128,110.10323,banana
1062,91,75,55,27.48612983,109.2768851,banana
1063,93,83,46,29.38254012,109.2486647,banana
1064,92,85,51,29.22118628,108.8616474,banana
1065,104,80,54,27.09062164,110.1331182,banana
1066,103,72,51,26.12643374,104.4812858,banana
1067,92,75,45,29.01207743,90.43495443,banana
1068,93,85,49,27.96799119,119.4765557,banana
1069,120,87,52,28.0764455,118.99235729999998,banana
1070,108,72,46,25.16278237,90.94554618,banana
1071,105,88,54,25.78749808,114.2005455,banana
1072,98,79,50,25.34119774,91.06493353,banana
1073,111,88,55,29.44795403,96.45042585,banana
1074,97,74,45,26.47522633,113.1161095,banana
1075,95,82,48,27.39489579,92.78133617,banana
1076,89,91,55,25.08347445,94.32961456,banana
1077,89,85,55,26.671983500000003,91.73358569,banana
1078,118,88,51,25.44926208,100.6619171,banana
1079,101,92,45,28.22776705,98.00403016,banana
1080,99,92,47,28.127950899999995,103.5045395,banana
1081,82,77,46,28.9470467,95.83016448,banana
1082,90,86,55,27.96236771,97.55986676,banana
1083,95,88,52,28.00316034,94.68180316,banana
1084,104,73,46,29.1400919,90.45142867,banana
1085,102,73,52,27.9122104,90.24211529,banana
1086,100,74,52,25.43480512,96.47800391,banana
1087,94,89,48,28.55980972,111.0843029,banana
1088,99,70,46,26.59580783,100.5123341,banana
1089,112,87,48,27.19711623,99.46950465,banana
1090,117,82,45,25.29391516,105.4220251,banana
1091,96,86,51,29.90888522,91.99964712,banana
1092,113,85,45,27.94972463,109.0921631,banana
1093,105,93,46,25.01018457,108.3690513,banana
1094,85,89,51,29.21144871,108.5501443,banana
1095,108,94,47,27.35911627,90.81250457,banana
1096,92,81,52,28.0106804,103.7040783,banana
1097,110,71,54,28.67208915,94.37987496,banana
1098,82,75,55,27.34585147,92.15524332,banana
1099,117,81,53,29.50704598,98.12565829,banana
1100,2,40,27,29.73770045,90.09586854,mango
1101,39,24,31,33.55695561,98.67527561,mango
1102,21,26,27,27.00315545,95.85118326,mango
1103,25,22,25,33.56150184,95.70525913,mango
1104,0,21,32,35.89855625,92.19721736,mango
1105,20,19,35,34.17719782,98.00687989,mango
1106,19,21,34,30.01592643,97.72843182,mango
1107,18,17,31,31.74592134,93.75441586,mango
1108,11,36,33,35.99009679,95.3713484,mango
1109,30,28,30,31.86641378,98.46768642,mango
1110,18,19,27,27.75518664,94.11213345,mango
